id,sentence,dataSplit,casename,matched,ruleType
6528,피고인은 동종 및 이종범죄로 십여차례 처벌받은 전력이 있음에도 자숙하지 아니한 채 동종 누범기간 중에 이 사건 범행을 저질렀다.,train,사기,동종,공통_동종범죄
6531,피고인은 여러 차례 형사처벌을 받은 전력이 있다.,train,사기,형사처벌,공통_동종범죄
6531,이 사건 범행 이전에는 피고인이 동종 범행으로 처벌받은 전력이 없다.,train,사기,동종,공통_동종범죄
6532,실형 전과가 없는 점,train,사기,전과,공통_동종범죄
6533,피고인에게 종래 벌금형을 초과하는 전과가 없었던 점 등은 피고인에게 유리한 정상이다.,train,사기,벌금형,공통_동종범죄
6534,이 사건 범행 이전에는 벌금형을 초과하는 형사처벌을 받은 전력이 없다.,train,사기,벌금형,공통_동종범죄
6534,앞서 확정된 판시 각 전과와 이 사건 범행이 형법 제37조 후단 경합범의 관계에 있어 동시에 판결할 경우와의 형평을 고려하여야 한다.,train,사기,전과,공통_동종범죄
6536,피고인은 과거 도로교통법위반죄로 한차례 벌금형을 받은 외에는 별다른 형사처벌 전력이 없다.,train,사기,벌금형,공통_동종범죄
6537,한국마사회법위반 등으로 여러 차례 형사처벌을 받은 전력이 있음에도 누범 기간 중에 경마사이트 관련 투자금 명목 등으로 돈을 편취하였다.,train,사기,형사처벌,공통_동종범죄
6537,피고인이 동종범행으로는 형사처벌을 받은 전력이 없는 점,train,사기,동종,공통_동종범죄
6538,피고인은 2015년과 2017년에 사기죄로 각 벌금형을 받은 전력이 있다.,train,사기,벌금형,공통_동종범죄
6539,동종범죄로 처벌받은 전력은 없고 벌금형을 초과하는 형사처벌전력은 없는 점 등을 유리한 정상으로 참작하고 그 밖에 피고인의 연령,train,사기,동종,공통_동종범죄
6540,판시 확정판결 전과의 범죄와 한꺼번에 처벌받았을 경우와의 형평도 고려할 필요가 있는 점,train,사기,전과,공통_동종범죄
6541,동종 범죄 전력이 없는 점,train,사기,동종,공통_동종범죄
6543,1회의 벌금형 전력 외에 다른 범죄 전력이 없는 점 등 유리한 정상,train,사기,벌금형,공통_동종범죄
6548,피고인에게 동종 범행 전력이 수차례 있음에도 다시 유사한 내용의 범행을 반복하고 있는 점,train,사기,동종,공통_동종범죄
6548,피고인이 동종 범행으로 인한 누범기간 중에 이 사건 범행을 저지른 점,train,사기,동종,공통_동종범죄
6549,동종 전과가 없고,train,사기,동종,공통_동종범죄
6550,피고인은 여러 차례 형사처벌을 받은 전력이 있고,train,사기,형사처벌,공통_동종범죄
6550,동종범죄로 처벌을 받은 전력도 있는 점,train,사기,동종,공통_동종범죄
6554,징역형의 집행유예를 초과하는 처벌 전력이 없는 점,train,사기,집행유예,공통_동종범죄
6554,동종의 범죄전력이 있는 점,train,사기,동종,공통_동종범죄
6560,피고인이 형사처벌을 받은 전력이 없는 초범인 점 등을 피고인에게 유리한 정상으로 참작하고,train,사기,형사처벌,공통_동종범죄
6561,그러나 피고인에게 다수의 동종 전과가 있고 그 중 실형 전과만 19회이다.,train,사기,동종,공통_동종범죄
6561,이 사건 범행은 누범 기간 중의 범행이고,train,사기,누범,공통_동종범죄
6561,출소 이후 2회의 동종 범행으로 벌금형의 처벌을 받았다.,train,사기,동종,공통_동종범죄
6563,피고인은 초범으로 자신의 잘못을 인정하고 반성하는 점,train,사기,초범,공통_동종범죄
6564,피고인이 판시 전과 기재의 범죄와 동시에 처벌받았을 경우와의 형평을 고려할 필요가 있는 점 등은 유리한 사정이나,train,사기,전과,공통_동종범죄
6564,피고인에게는 동종 전과를 비롯하여 다수의 형사처벌 전력이 있는 점,train,사기,동종,공통_동종범죄
6565,피고인이 별다른 처벌 전력 없는 초범이기는 하나,train,사기,초범,공통_동종범죄
6566,동종 전과 없다.,train,사기,동종,공통_동종범죄
6569,피고인이 동종 범죄나 벌금형보다 무거운 형사처벌을 받은 전력이 없는 점,train,사기,동종,공통_동종범죄
6570,이종 범죄로 벌금형을 1차례 받은 것 외에는 범죄전력이 없으며,train,사기,벌금형,공통_동종범죄
6575,다만 피고인이 비슷한 시기 저지른 동종범행으로 현재 항소심 재판을 받고 있는 점 등을 고려하고,train,사기,동종,공통_동종범죄
6576,피고인이 동종 범죄로 처벌받은 전력이 있음에도 이 사건 범행을 저지른 점은 불리한 정상이나,train,사기,동종,공통_동종범죄
6576,이 사건 범행은 판시 전과 범죄들과 형법 제37조 후단 경합범의 관계에 있어 동시에 판결할 경우와의 형평을 고려해야 하는 점,train,사기,전과,공통_동종범죄
6578,동종범죄 전력 없고,train,사기,동종,공통_동종범죄
6578,금고형 이상의 전과도 없다.,train,사기,전과,공통_동종범죄
6584,그러나 피고인은 징역형의 집행유예 2회를 포함하여 무려 15회가 넘는 동종전과가 있음에도 또다시 이 사건 범행을 저질렀다.,train,사기,집행유예,공통_동종범죄
6585,피고인에게 벌금형으로 1회 처벌받은 외 별다른 처벌전력이 없는 점,train,사기,벌금형,공통_동종범죄
6591,형법 제37조 후단 경합범의 관계에 있는 판시 전과사실과 동시에 재판을 받았을 경우와의 형평을 고려할 필요가 있는 점 등은 피고인에게 유리한 정상으로 참작한다.,train,사기,전과,공통_동종범죄
6593,2012년 자동차손해배상보장법위반죄로 벌금형으로 1회 처벌받은 외에 아무런 형사처벌 전력이 없다.,train,사기,벌금형,공통_동종범죄
6594,피고인이 동종 범죄 전력이 없는 점,train,사기,동종,공통_동종범죄
6596,동종경합범이므로 이득액을 합산한 금액을 기준으로 유형을 결정하되,train,사기,동종,공통_동종범죄
6596,특히 2018. 11. 2. 인천지방법원 부천지원에서 사기죄로 징역 8월에 집행유예 2년을 선고받아 그 집행유예기간 중이었음에도 자숙하지 않고 이 사건 각 범행을 저질렀다.,train,사기,집행유예,공통_동종범죄
6596,피고인에게 실형으로 처벌받은 전력이 없다.,train,사기,전력이 없다,공통_동종범죄
6597,동종 처벌 전력이 없는 점 등을 유리한 정상사유로 참작하고,train,사기,동종,공통_동종범죄
6598,피고인은 동종 사기 범죄전력이 50여 차례에 이르고,train,사기,동종,공통_동종범죄
6598,판시 징역 1년 2월의 실형을 복역하고 출소한 지 불과 2달 만에 누범기간 중의 계속적인 동종 범행으로 선량한 자영업자들에게 피해를 입혀 개전의 정이 있다고 보기 어렵다.,train,사기,누범,공통_동종범죄
6599,피고인이 사기죄로 실형을 포함하여 수차례 형사처벌을 받은 전력이 있음에도 재차 이 사건 범행에 이른 점,train,사기,형사처벌,공통_동종범죄
6600,- 교통 범죄로 1회 벌금형 처벌을 받은 외에는 별다른 처벌 전력이 없다.,train,사기,벌금형,공통_동종범죄
6601,편취 금원이 비교적 소액이나 피고인은 동종 무전취식으로 인한 사기죄로 수회 처벌받은 전력이 있고,train,사기,동종,공통_동종범죄
6604,피고인에게 동종 범죄전력이 있는 점,train,사기,동종,공통_동종범죄
6605,피고인은 이 사건 범행 전에 이종 범행으로 벌금형을 1회 받은 것 외에는 특별한 범죄전력이 없다.,train,사기,벌금형,공통_동종범죄
6606,징역 8월∼4년(동종경합 합산 결과 1단계 상승으로 형량범위 하한의 1/3 감경),train,사기,동종,공통_동종범죄
6606,금고형 이상의 형사처벌을 받은 전력은 없는 점,train,사기,형사처벌,공통_동종범죄
6608,피고인이 과거 동종 범행으로 징역 8월의 실형을 선고받고 복역한 전력이 있는 점,train,사기,동종,공통_동종범죄
6609,피고인의 이 사건 범행은 판결이 확정된 판시 기재 전과와 형법 제37조 후단 경합범 관계에 있어 이들 죄를 동시에 판결할 경우와의 형평을 고려하여야 한다.,train,사기,전과,공통_동종범죄
6609,피고인은 이 사건 범행 이전에는 형사처벌을 받은 전력이 없다.,train,사기,형사처벌,공통_동종범죄
6610,특히 피고인은 이미 일부 범행으로 공소제기된 상태에서 또다시 동종범행을 저지르기까지 한 점,train,사기,동종,공통_동종범죄
6610,피고인이 이전에 동종범죄로 자유형을 포함하여 수차례 형사처벌을 받은 전력이 있는 점,train,사기,동종,공통_동종범죄
6611,피고인이 재산범죄로 벌금형을 초과하여 처벌받은 전력은 없는 점,train,사기,벌금형,공통_동종범죄
6619,○ 불리한 정상 : 동종의 사기 범행으로 처벌받은 전력이 다수 있음에도 이 사건 각 사기 범행을 반복적으로 저지른 점,train,사기,동종,공통_동종범죄
6619,동종의 사기 범행으로 집행유예 기간 중이었음에도 자숙하지 아니한 채 재범한 점,train,사기,동종,공통_동종범죄
6620,- 사기죄 등으로 징역 1년 6월을 선고받아 2018. 4. 18. 그 집행을 종료한 후 누범기간 중 범행하였다.,train,사기,누범,공통_동종범죄
6620,누범 기간 중에 이미 여러 차례 소액 사기 범행으로 벌금형을 받았다.,train,사기,누범,공통_동종범죄
6621,벌금형을 초과한 처벌전력이 없는 점 등을 유리한 정상으로 참작하며,train,사기,벌금형,공통_동종범죄
6624,[유형의 결정] 사기범죄 > 02. 조직적 사기 > [제1유형] 1억 원 미만(동종경합범이므로 액수합산),train,사기,동종,공통_동종범죄
6624,아직 만 19세의 어린 나이로서 이종범행으로 몇 차례의 소년보호처분이나 기소유예처분을 받은 이외에 형사처벌을 받은 전력은 없는 점,train,사기,형사처벌,공통_동종범죄
6625,여기에 피고인이 동종 범죄로 처벌받은 전력이 없는 점 등 유리한 정상을 참작하고,train,사기,동종,공통_동종범죄
6626,피고인에게 5번의 실형이나 집행유예 전과가 있다.,train,사기,집행유예,공통_동종범죄
6627,피고인에게 벌금형을 초과하는 형사 처벌 전력이 없다.,train,사기,벌금형,공통_동종범죄
6627,○ 불리한 정상 : 피고인이 동종 범죄로 인한 형사처벌 전력이 있음에도 자숙하지 않고 재범하였다.,train,사기,동종,공통_동종범죄
6629,판시 첫머리 전과의 범죄사실과 함께 재판받았을 경우와의 형평을 고려하여야 하는 점,train,사기,전과,공통_동종범죄
6631,피고인은 아무런 전과가 없는 초범인 점 등의 유리한 정상을 고려하면,train,사기,전과,공통_동종범죄
6633,피고인이 수회의 동종전과에도 불구하고 이 사건 범행을 저지른 점,train,사기,동종,공통_동종범죄
6636,피고인이 이 사건 범행을 저지를 당시까지는 피고인에게 아무런 전과가 없는 점,train,사기,전과,공통_동종범죄
6639,전과로는 이종 벌금 전과가 있고 1회 동종 벌금 전과가 있으나 오래 전의 것이며,train,사기,전과,공통_동종범죄
6640,피고인에게는 2회의 동종 전과를 비롯하여 무려 15회의 전과가 있는 점,train,사기,동종,공통_동종범죄
6641,피고인에게 동종의 벌금형으로 1회 처벌받은 전력이 있으나 1993년도 처벌전력이고,train,사기,동종,공통_동종범죄
6641,피고인이 집행유예 이상의 처벌을 받은 전력은 없는 점 등은 참작할 만한 정상이다.,train,사기,집행유예,공통_동종범죄
6642,음주운전으로 벌금형 2회를 받은 외에는 형사처벌을 받은 적이 없다.,train,사기,벌금형,공통_동종범죄
6644,피고인은 이 사건 전에도 동종 범행으로 처벌 받은 전력이 있다.,train,사기,동종,공통_동종범죄
6646,다만 피고인은 벌금형과 소년보호처분을 한 번씩 받은 외에 추가로 형사처벌·처분을 받은 전력이 없고,train,사기,벌금형,공통_동종범죄
6648,무엇보다도 피고인이 2004년 이후로 계속하여 동종 범행을 반복하고 있는 점,train,사기,동종,공통_동종범죄
6648,형벌 감수성 등이 모두 박약할 뿐만 아니라 동종 범행의 습벽이 있는 자로서 재범의 위험성이 매우 높다고 볼 수밖에 없는 점,train,사기,동종,공통_동종범죄
6649,피고인에게는 이 사건 범행 전까지 동종 전과 내지 벌금형을 넘는 처벌을 받은 전력이 없고,train,사기,동종,공통_동종범죄
6649,이 사건 범행은 판시 판결이 확정된 전과와 동시에 판결할 경우와의 형평을 고려해야 한다.,train,사기,전과,공통_동종범죄
6653,피고인에게 벌금형을 초과하거나 동종 범죄로 처벌받은 전력은 없다.,train,사기,벌금형,공통_동종범죄
6654,다만 형사처벌을 받은 전력이 없는 점,train,사기,형사처벌,공통_동종범죄
6656,피고인이 금융관련 범죄로 처벌받은 전력이 있고 누범 기간 중에 이 사건 범행을 저지른 점,train,사기,누범,공통_동종범죄
6658,2. 선고형의 결정 아래의 정상 및 최근 항소심 법원에서 선고된 동종 범죄와 함께 병합하여 재판을 받았을 경우와의 형평성,train,사기,동종,공통_동종범죄
6658,폭력범죄로 인한 징역형의 집행유예 전과는 30년 전의 것인 점,train,사기,집행유예,공통_동종범죄
6660,피고인이 동종 및 이종 범죄로 수차례 처벌받은 전력이 있는 점,train,사기,동종,공통_동종범죄
6661,집행유예 1년을 선고받고도 집행유예 기간 종료 후 약 1년 3개월 만에 다시 이 사건 범죄를 저질렀다.,train,사기,집행유예,공통_동종범죄
6664,○ 유리한 정상: 피고인은 벌금형을 초과하는 형사처벌전력이 없다.,train,사기,벌금형,공통_동종범죄
6665,징역 8월 ∼ 4년(동종경합 합산 결과 1단계 상승으로 형량범위 하한의 1/3 감경),train,사기,동종,공통_동종범죄
6670,피고인이 동종범죄로 수회 처벌받은 범죄전력이 있는 점,train,사기,동종,공통_동종범죄
6671,피고인에게 동종 전과가 없고 오래 전 이종 전과의 벌금형 전과만 있는 점,train,사기,동종,공통_동종범죄
6672,피고인에게 동종 사기 집행유예 전과가 1회 있는 점 등을 고려할 때 피고인에 대한 실형의 선고는 불가피하고,train,사기,동종,공통_동종범죄
6674,초범인 점 등은 유리한 정상인바,train,사기,초범,공통_동종범죄
6675,피고인에게 동종 범죄 전력 있을 뿐 아니라 기소 후 오랜 기간 법원의 소환에 불응하고,train,사기,동종,공통_동종범죄
6676,벌금형을 넘거나 동종 범죄전력이 없는 사정 등 피고인에게 유리한 정상은 인정된다.,train,사기,벌금형,공통_동종범죄
6677,이종 벌금형 전과 1회 이외에는 별다른 전과 없는 점,train,사기,벌금형,공통_동종범죄
6678,피고인에게 벌금형을 넘는 형사처벌 전력이 없는 점 그 밖에 피고인의 연령,train,사기,벌금형,공통_동종범죄
6680,동종범죄로 처벌받거나 벌금형을 초과하는 중한 형사처벌을 받은 전력은 없는 점 등을 유리한 정상으로 참작하고,train,사기,동종,공통_동종범죄
6688,형사처벌 받은 전력이 없는 점은 유리한 정상으로 참작한다.,train,사기,형사처벌,공통_동종범죄
6694,이미 판결이 확정된 판시 전과의 사기죄 등과 동시에 판결을 받을 경우와의 형평을 고려하여야 하는 점 등 이 사건 변론에 나타난 양형요소를 고려하여 주문과 같이 형을 정한다.,train,사기,전과,공통_동종범죄
6695,피고인에게 동종 전과가 없고 미필적 고의로 이 사건 범행에 이른 점,train,사기,동종,공통_동종범죄
6696,벌금형을 넘는 처벌 전력이 없다.,train,사기,벌금형,공통_동종범죄
6696,아울러 피고인은 동종 범죄로 2회의 벌금형의 처벌 전력도 있다.,train,사기,동종,공통_동종범죄
6697,이 사건 범행 이전에 피고인에게 몇 차례 벌금형 전과가 있고 실형 전과는 비교적 오래 전의 것이다.,train,사기,벌금형,공통_동종범죄
6698,아무런 전과 없는 초범인 점,train,사기,전과,공통_동종범죄
6700,피고인에게는 사기죄로 징역형의 집행유예,train,사기,집행유예,공통_동종범죄
6700,벌금형을 선고받은 전력도 있다.,train,사기,벌금형,공통_동종범죄
6704,피고인이 이 사건 이전에는 이종의 벌금형으로 1회 처벌받은 전력만 있는 점,train,사기,벌금형,공통_동종범죄
6705,피고인이 동종 범죄로 다수의 처벌을 받은 전력이 있고,train,사기,동종,공통_동종범죄
6705,동종 범죄로 인한 누범기간에 재차 이 사건 각 범행을 저지른 점,train,사기,동종,공통_동종범죄
6709,성인이 된 후에도 사기죄로 3회의 벌금형을 받았음에도 재차 이 사건 각 범행을 하였다.,train,사기,벌금형,공통_동종범죄
6710,피고인에게 벌금형보다 무거운 형사처벌을 받은 전력이 없는 점 등을 피고인에게 유리한 정상으로 참작하여 집행유예의 판결을 선고한다.,train,사기,벌금형,공통_동종범죄
6711,피고인은 동종 범행으로 1회 벌금형을 선고받은 전력이 있다.,train,사기,동종,공통_동종범죄
6712,징역 6월∼3년(동종경합 합산 결과 1단계 상승으로 형량범위 하한의 1/3 감경),train,사기,동종,공통_동종범죄
6714,편취금액이 적지 아니하고 동종 처벌전력 수회 존재하는 점은 불리한 정상이지만,train,사기,동종,공통_동종범죄
6715,집행유예를 초과하는 전과 없는 점,train,사기,집행유예,공통_동종범죄
6716,피고인은 2017. 10. 13. 광주지방법원에서 마약류관리에관한법률위반(향정) 죄로 징역 8개월에 집행유예 2년 선고받고 2017. 10. 21. 그 판결이 확정되어 집행유예기간 중이었음에도 범행을 저지른 점,train,사기,집행유예,공통_동종범죄
6716,피고인에게 동종 범죄로 인한 전과는 없는 점 등 유리한 정상에다가 그 밖에 이 사건 변론에 나타난 피고인의 연령,train,사기,동종,공통_동종범죄
6717,피고인에게 동종 전력 또는 집행유예 이상의 처벌을 받은 전력이 없는 점,train,사기,동종,공통_동종범죄
6718,피고인이 동종 범행으로 여러 차례 처벌받은 전력이 있고,train,사기,동종,공통_동종범죄
6718,그 누범기간 중에 있음에도 또다시 반복하여 이 사건 범행을 저질렀고,train,사기,누범,공통_동종범죄
6720,이 사건 당시 피고인에게 형사처벌 받은 전력이 없었던 점,train,사기,형사처벌,공통_동종범죄
6724,피고인이 자신의 잘못을 모두 인정하고 있으며 피고인에게 동종범죄전력이 없는 점 등을 피고인에 대하여 유리한 양형자료로,train,사기,동종,공통_동종범죄
6725,피고인이 동종 범행으로 처벌받은 전력이 있음에도 피해자를 기망하여 금원을 편취하였고 그 피해액도 작지 않은바,train,사기,동종,공통_동종범죄
6727,나. 유리한 조건 : 초범(이 사건 범행 당시),train,사기,초범,공통_동종범죄
6729,피고인은 벌금형 이상으로 처벌받은 전력이 없다.,train,사기,벌금형,공통_동종범죄
6731,피고인의 전과 등과 그밖에 피고인의 연령,train,사기,전과,공통_동종범죄
6732,피고인이 이 사건 범행 이전에는 동종범죄로 처벌받은 전력이 없는 점,train,사기,동종,공통_동종범죄
6732,이 사건 범행은 판시 전과와 형법 제37조 후단의 경합범 관계로서 동시에 판결할 경우와의 형평을 고려하여야 하는 점 등의 유리한 정상 및 피고인의 성행,train,사기,전과,공통_동종범죄
6736,동종 범죄 전력 있는 점,train,사기,동종,공통_동종범죄
6738,판결이 확정된 판시전과와 함께 재판받을 경우와의 형평을 고려해야 하는 점,train,사기,전과,공통_동종범죄
6739,이 사건 범행 이전에도 동종 범행으로 수차례 처벌받은 전력이 있는 점,train,사기,동종,공통_동종범죄
6742,피고인에게 동종 범죄 전력이 없는 점과 그 밖에 피고인의 나이,train,사기,동종,공통_동종범죄
6743,[특별 양형인자] 가중요소: 동종 누범,train,사기,동종,공통_동종범죄
6743,벌금형 등 형사처벌을 받은 전력이 4회 있고,train,사기,벌금형,공통_동종범죄
6743,누범 기간 중에 다시 이 사건 각 사기 범행을 저질렀다.,train,사기,누범,공통_동종범죄
6746,○ 불리한 정상 : 피고인은 동종 범죄로 수회 처벌받은 전력이 있고,train,사기,동종,공통_동종범죄
6746,누범기간 중에 자숙하지 아니하고 이 사건 범행을 저질렀다는 점에서 죄질이 불량하고,train,사기,누범,공통_동종범죄
6747,피고인에게 3차례의 동종전력이 있는 점(2014년 징역형의 집행유예,train,사기,동종,공통_동종범죄
6747,2011년 각 벌금형)에 비추어 실형의 선고가 불가피하다.,train,사기,벌금형,공통_동종범죄
6747,이 사건 범행은 판시 전과 범죄와 형법 제37조 후단 경합범의 관계에 있어 동시에 판결할 경우와의 형평을 고려하여야 하는 점,train,사기,전과,공통_동종범죄
6749,누범기간 중의 범행인 점,train,사기,누범,공통_동종범죄
6751,97면).] 이 법정에서는 그 돈을 성명불상자가 가지고 잠적하여 실제 취득한 이익은 없다는 취지로 주장하는 등 반성하지 않고 형사처벌을 면하기에 급급한 태도를 보이는 점 등에 비추어 보면,train,사기,형사처벌,공통_동종범죄
6752,피고인의 범행은 판시 전과와 형법 제37조 후단 경합범의 관계에 해당하므로 양형기준이 적용되지 아니함,train,사기,전과,공통_동종범죄
6752,피고인은 1회의 실형 전과,train,사기,전과,공통_동종범죄
6752,1회의 집행유예 전과를 포함하여 10회의 형사처벌을 받은 전력이 있다.,train,사기,집행유예,공통_동종범죄
6752,피고인이 판시 전과의 사건으로 구금 상태에 있었던 사정도 그 피해 회복이 늦어진 데 일부 원인이 되었을 것으로 보인다.,train,사기,전과,공통_동종범죄
6752,사기죄의 동종 범죄로 처벌받은 전력은 없다.,train,사기,동종,공통_동종범죄
6752,피고인의 범행은 판시 전과와 형법 제37조 후단 경합범의 관계에 있으므로 이를 동시에 재판하였을 경우와의 형의 균형을 고려할 필요가 있다.,train,사기,전과,공통_동종범죄
6753,동종 범행전력도 있으며,train,사기,동종,공통_동종범죄
6753,누범기간에 이 사건 각 범행을 저지른 점,train,사기,누범,공통_동종범죄
6754,동종범행으로 처벌받은 전력이 여러 차례 있는 점,train,사기,동종,공통_동종범죄
6755,피고인에게는 동종 전과를 포함하여 10회가 넘는 범죄전력이 있는 점,train,사기,동종,공통_동종범죄
6758,피고인은 과거에도 사기 범행으로 형사처벌을 받은 전력이 있음에도 이에 아랑곳하지 않고 집행유예 기간 중 또 다시 동종 수법의 사기 범행을 저지른 것이므로 그 비난 가능성이 대단히 크다.,train,사기,형사처벌,공통_동종범죄
6760,한편 피고인이 아무런 범죄전력이 없는 초범인 점,train,사기,초범,공통_동종범죄
6761,벌금형 2회 외에 처벌 전력이 없다.,train,사기,벌금형,공통_동종범죄
6763,피고인이 이 사건 범행을 저지르기 전에는 사기죄로 벌금형보다 무겁게 처벌받은 전력이 없는 점,train,사기,벌금형,공통_동종범죄
6768,피고인이 지금까지 아무런 범죄 전력이 없는 초범인 점,train,사기,초범,공통_동종범죄
6769,피고인이 판결이 확정된 판시 전과의 범죄와 함께 재판받았을 경우와의 형평을 고려해야 하는 점은 유리한 정상이다.,train,사기,전과,공통_동종범죄
6770,피고인은 동종 범죄로 징역형을 선고받았음에도 그 누범 기간에 이 사건 범행을 범하였다.,train,사기,동종,공통_동종범죄
6772,피고인이 2013년경 동종 범행으로 벌금형을 받은 전력이 있는 점,train,사기,동종,공통_동종범죄
6772,피고인이 1회 벌금형을 받은 외에는 형사처벌을 받은 전력이 없고 범행을 인정하면서 반성하는 점을 비롯하여 피고인의 연령,train,사기,벌금형,공통_동종범죄
6774,피고인은 이미 9번에 걸쳐 동종의 범행으로 인해 벌금형의 처벌을 받은 전력이 있는 것으로 보이는 점,train,사기,동종,공통_동종범죄
6774,그 외에도 동종 범행으로 4번의 기소유예 처분을 받은 전력도 있는 점,train,사기,동종,공통_동종범죄
6774,벌금형은 더 이상 피고인의 사기 범행에 대한 억지력이 없는 것이 아닌가 의심이 된다.,train,사기,벌금형,공통_동종범죄
6774,범행 후의 정황 등 이 사건 공판과정에 나타난 양형 조건들을 종합하여 피고인을 다시 한 번 믿고 마지막으로 벌금형의 선처를 하기로 한다.,train,사기,벌금형,공통_동종범죄
6777,전자금융거래 접근매체의 양도로 징역형의 집행유예를 받은 전력이 있다.,train,사기,집행유예,공통_동종범죄
6779,피고인이 동종의 범죄로 처벌받은 전력이 다수 있고,train,사기,동종,공통_동종범죄
6779,특히 동종의 범죄로 인한 집행유예기간 중에 이 사건 각 범행을 범한 점,train,사기,동종,공통_동종범죄
6783,피고인에게 동종 전력이나 벌금형보다 무겁게 형사처벌을 받은 전력은 없는 점<각주1>과 그 밖에 피고인의 연령,train,사기,동종,공통_동종범죄
6784,[유형의 결정] 사기범죄 > 01. 일반사기 > [제1유형] 1억 원 미만(동종경합범 처리방법에 따라 이득액을 합산한 금액을 기준으로 유형을 결정함),train,사기,동종,공통_동종범죄
6784,피고인에게 동종의 범죄로 처벌받은 전력이 없고 집행유예 이상의 전과도 없는 점,train,사기,동종,공통_동종범죄
6786,피고인에게 동종 전과 및 징역형으로 처벌받은 전력은 없는 점 등은 유리한 사정이다.,train,사기,동종,공통_동종범죄
6787,피고인에게 수차례 동종 전력이 있으나 10년 이상 경과한 전과이고 대부분이 이 사건과 마찬가지로 무리한 사업 주진 과정에서 범한 것으로 보이는 점,train,사기,동종,공통_동종범죄
6788,피고인에게 2번의 동종 전과를 비롯하여 다수의 전과가 있다.,train,사기,동종,공통_동종범죄
6788,동종 전과는 25년 이상이 지난 것이고 그 이후로는 운전과 관련된 벌금형 전과만 있다.,train,사기,동종,공통_동종범죄
6792,피고인이 동종 범죄로 벌금형,train,사기,동종,공통_동종범죄
6792,징역형의 집행유예로 처벌받은 전력이 수회 있는 점,train,사기,집행유예,공통_동종범죄
6793,피고인은 동종 범죄로 벌금형으로 처벌받은 전력이 있다.,train,사기,동종,공통_동종범죄
6794,피고인에게 근로기준법위반죄로 2회의 벌금형 외에는 전과 없는 점,train,사기,벌금형,공통_동종범죄
6795,피고인에게 동종 범죄전력이 없고 벌금형보다 무겁게 처벌받은 전력도 없는 점,train,사기,동종,공통_동종범죄
6796,판시 확정판결 전과의 범죄와 동시에 처벌받았을 경우와의 형평을 고려할 필요가 있는 점 등을 유리한 사정으로 각 참작하고,train,사기,전과,공통_동종범죄
6797,한편 피고인이 판시 전과의 범죄사실과 함께 재판받았을 경우와의 형평을 고려해야 하는 점,train,사기,전과,공통_동종범죄
6801,동종전과 및 벌금형을 초과하는 형사처벌을 받은 전력이 없다.,train,사기,동종,공통_동종범죄
6801,범행 후의 정황 등 이 사건 변론과 기록에 나타난 제반 양형조건을 종합적으로 고려하여 피고인에 대하여 징역형의 집행유예를 선고하기로 하여 주문과 같이 형을 정한다.,train,사기,집행유예,공통_동종범죄
6804,집행유예 이상 처벌받은 전력이 없는 점을 비롯하여 피고인의 연령,train,사기,집행유예,공통_동종범죄
6807,○ 불리한 정상 : 피고인은 동종의 범행으로 징역형의 실형 7회를 포함하여 무려 25회가 넘는 형사처벌 전력이 있고,train,사기,동종,공통_동종범죄
6807,이 사건 범행을 이른바 누범기간 중에 저지른 범행이기도 하다.,train,사기,누범,공통_동종범죄
6810,피고인은 사기죄로 징역형의 집행유예를 선고받는 등 동종의 범죄전력이 여러 차례 있음에도 불구하고 자숙하지 아니한 채 다시 이 사건 사기 범행을 저질렀다.,train,사기,집행유예,공통_동종범죄
6811,범행전후의 정황(동종전력은 없고,train,사기,동종,공통_동종범죄
6812,- 유리한 정상 : 동종 전과나 징역형의 집행유예 이상의 전과 없음,train,사기,동종,공통_동종범죄
6813,피고인에게 동종 범죄 내지 벌금형을 초과하여 처벌받은 전력이 없다.,train,사기,동종,공통_동종범죄
6814,피고인이 동종 범행으로 1회 집행유예를 받은 전력이 있는 점,train,사기,동종,공통_동종범죄
6816,피고인은 2017. 3. 29. 서울서부지방법원에서 횡령죄로 징역 8월에 집행유예 2년을 선고받아 2017. 7. 7. 그 판결이 확정되어 집행유예기간 중에 있음에도 판시 사기범행을 하였던 점,train,사기,집행유예,공통_동종범죄
6817,동종의 범행으로 처벌받은 전력이 다수 있는 점을 불리한 정상으로,train,사기,동종,공통_동종범죄
6818,피고인은 2017년에 사기죄로 벌금형의 처벌을 받았고,train,사기,벌금형,공통_동종범죄
6818,피고인의 전과관계 등에 비추어 보면 그 죄질이 좋지 않다.,train,사기,전과,공통_동종범죄
6820,피고인이 2016. 6.경 사기죄로 징역 6월에 집행유예 2년을 선고받고 집행유예기간 중에 이 사건 범행을 저지른 점 및 그 밖에 피고인의 나이,train,사기,집행유예,공통_동종범죄
6821,피고인은 2011. 6.경 사기죄로 벌금 200만 원의 형사처벌을 받은 전력이 있다.,train,사기,형사처벌,공통_동종범죄
6823,수차례의 동종 범행 전력,train,사기,동종,공통_동종범죄
6825,피고인에게 동종 전력이나 벌금형을 넘는 범죄전력이 없다.,train,사기,동종,공통_동종범죄
6826,피고인이 1988. 건축법위반으로 벌금 40만 원의 처벌을 받은 이외에 형사처벌을 받은 전력이 없는 점을 유리한 정상으로 참작하고,train,사기,형사처벌,공통_동종범죄
